"code","timestamp","trade_timestamp","trade_price","trade_volume","ask_bid","prev_closing_price","change","change_price","sequential_id"
"KRW-BTC",1575565484333,1575565483000,8589000.0,0.5,"ASK",8515000.0,"RISE",74000.0,1575565483000006
"KRW-BTC",1575565484339,1575565484000,8586000.0,0.3577,"BID",8515000.0,"RISE",71000.0,1575565484000000
"KRW-BTC",1575565484402,1575565483000,8587000.0,0.086,"ASK",8515000.0,"RISE",72000.0,1575565483000007
"KRW-BTC",1575565484414,1575565484000,8587000.0,0.521,"ASK",8515000.0,"RISE",72000.0,1575565484000001
"KRW-BTC",1575565484427,1575565484000,8586000.0,0.043,"ASK",8515000.0,"RISE",71000.0,1575565484000002
"KRW-BTC",1575565484465,1575565484000,8586000.0,0.347,"BID",8515000.0,"RISE",71000.0,1575565484000003
"KRW-BTC",1575565484608,1575565484000,8586000.0,0.347,"BID",8515000.0,"RISE",71000.0,1575565484000004
"KRW-BTC",1575565484729,1575565484000,8586000.0,0.05694251,"BID",8515000.0,"RISE",71000.0,1575565484000005
"KRW-BTC",1575565484807,1575565484000,8602000.0,0.057,"BID",8515000.0,"RISE",87000.0,1575565484000006
"KRW-BTC",1575565493473,1575565493000,8601000.0,0.006195,"BID",8515000.0,"RISE",86000.0,1575565493000000
"KRW-BTC",1575565493514,1575565493000,8601000.0,0.36822738,"BID",8515000.0,"RISE",86000.0,1575565493000001
"KRW-BTC",1575565493521,1575565493000,8602000.0,0.18967762,"BID",8515000.0,"RISE",87000.0,1575565493000002
"KRW-BTC",1575565495731,1575565495000,8602000.0,0.3206,"BID",8515000.0,"RISE",87000.0,1575565495000000
"KRW-BTC",1575565501737,1575565501000,8601000.0,0.217,"BID",8515000.0,"RISE",86000.0,1575565501000000
"KRW-ETH",1575565535372,1575565535000,172200.0,1.16144018,"ASK",171650.0,"RISE",550.0,1575565535000000
"KRW-ETH",1575565535400,1575565535000,172150.0,0.53447582,"ASK",171650.0,"RISE",500.0,1575565535000001
"KRW-BTC",1575565536701,1575565536000,8600000.0,0.00014,"ASK",8515000.0,"RISE",85000.0,1575565536000000
"KRW-BTC",1575565536734,1575565536000,8599000.0,0.00886,"ASK",8515000.0,"RISE",84000.0,1575565536000001
"KRW-ETH",1575565544870,1575565544000,172150.0,0.25566337,"ASK",171650.0,"RISE",500.0,1575565544000000
"KRW-ETH",1575565547939,1575565547000,172150.0,0.23009703,"ASK",171650.0,"RISE",500.0,1575565547000000
"KRW-BTC",1575565560942,1575565560000,8599000.0,1.903e-05,"ASK",8515000.0,"RISE",84000.0,1575565560000000
"KRW-BTC",1575565560972,1575565560000,8592000.0,0.002,"ASK",8515000.0,"RISE",77000.0,1575565560000001
"KRW-BTC",1575565560986,1575565560000,8592000.0,0.39072281,"ASK",8515000.0,"RISE",77000.0,1575565560000002
"KRW-BTC",1575565560997,1575565560000,8590000.0,0.04039644,"ASK",8515000.0,"RISE",75000.0,1575565560000003
"KRW-BTC",1575565561071,1575565560000,8587000.0,0.02019517,"ASK",8515000.0,"RISE",72000.0,1575565560000004
"KRW-BTC",1575565561083,1575565560000,8587000.0,0.00338055,"ASK",8515000.0,"RISE",72000.0,1575565560000005
"KRW-BTC",1575565565660,1575565565000,8586000.0,0.521,"ASK",8515000.0,"RISE",71000.0,1575565565000000
"KRW-BTC",1575565565692,1575565565000,8586000.0,0.17536422,"ASK",8515000.0,"RISE",71000.0,1575565565000001
"KRW-ETH",1575565565756,1575565565000,172150.0,0.14154129,"ASK",171650.0,"RISE",500.0,1575565565000000
"KRW-ETH",1575565565788,1575565565000,172150.0,0.06554604,"ASK",171650.0,"RISE",500.0,1575565565000001
"KRW-ETH",1575565568669,1575565568000,172200.0,0.1863786,"ASK",171650.0,"RISE",550.0,1575565568000000
"KRW-BTC",1575565580052,1575565579000,8587000.0,0.12935656,"ASK",8515000.0,"RISE",72000.0,1575565579000000
"KRW-ETH",1575565580145,1575565580000,172200.0,0.19614778,"ASK",171650.0,"RISE",550.0,1575565580000000
"KRW-ETH",1575565583283,1575565582000,172200.0,0.176533,"ASK",171650.0,"RISE",550.0,1575565582000000
"KRW-ETH",1575565594621,1575565594000,172200.0,0.1588797,"ASK",171650.0,"RISE",550.0,1575565594000000
"KRW-BTC",1575565611675,1575565611000,8595000.0,0.10539528,"BID",8515000.0,"RISE",80000.0,1575565611000000
"KRW-BTC",1575565616586,1575565616000,8599000.0,0.0005,"BID",8515000.0,"RISE",84000.0,1575565616000000
"KRW-BTC",1575565619081,1575565618000,8599000.0,0.0015,"BID",8515000.0,"RISE",84000.0,1575565618000000
"KRW-BTC",1575565623066,1575565622000,8600000.0,0.00013999,"BID",8515000.0,"RISE",85000.0,1575565622000000
"KRW-BTC",1575565623097,1575565622000,8600000.0,0.01426002,"BID",8515000.0,"RISE",85000.0,1575565622000001
"KRW-BTC",1575565627921,1575565627000,8600000.0,0.12356343,"BID",8515000.0,"RISE",85000.0,1575565627000000
"KRW-BTC",1575565628488,1575565628000,8599000.0,0.04226681,"ASK",8515000.0,"RISE",84000.0,1575565628000000
"KRW-BTC",1575565628519,1575565628000,8599000.0,0.00011641,"ASK",8515000.0,"RISE",84000.0,1575565628000001
"KRW-XRP",1575565630921,1575565630000,255.0,100.0,"ASK",253.0,"RISE",2.0,1575565630000000
"KRW-BTC",1575565631483,1575565631000,8599000.0,0.0095,"BID",8515000.0,"RISE",84000.0,1575565631000000
"KRW-XRP",1575565654776,1575565654000,255.0,100.0,"ASK",253.0,"RISE",2.0,1575565654000000
"KRW-ETH",1575565661977,1575565661000,172200.0,1.0,"ASK",171650.0,"RISE",550.0,1575565661000000
"KRW-BTC",1575565685570,1575565685000,8598000.0,0.1,"BID",8515000.0,"RISE",83000.0,1575565685000000
"KRW-BCH",1575565691141,1575565690000,245650.0,0.3,"ASK",244300.0,"RISE",1350.0,1575565690000000
"KRW-BCH",1575565694540,1575565694000,245650.0,10.15570824,"ASK",244300.0,"RISE",1350.0,1575565694000000
"KRW-XRP",1575565696917,1575565696000,255.0,5000.0,"ASK",253.0,"RISE",2.0,1575565696000000
"KRW-BTC",1575565697677,1575565697000,8598000.0,0.0348823,"BID",8515000.0,"RISE",83000.0,1575565697000000
"KRW-XRP",1575565707641,1575565707000,256.0,1000.0,"BID",253.0,"RISE",3.0,1575565707000000
"KRW-ETH",1575565711769,1575565711000,172350.0,0.2644958,"BID",171650.0,"RISE",700.0,1575565711000000
"KRW-XRP",1575565713046,1575565712000,255.0,100.0,"ASK",253.0,"RISE",2.0,1575565712000000
"KRW-BTC",1575565735999,1575565735000,8590000.0,0.011,"ASK",8515000.0,"RISE",75000.0,1575565735000000
"KRW-XRP",1575565742723,1575565742000,255.0,1001.40671641,"ASK",253.0,"RISE",2.0,1575565742000000
"KRW-XRP",1575565759720,1575565759000,255.0,74.50980392,"ASK",253.0,"RISE",2.0,1575565759000000
"KRW-XRP",1575565767246,1575565767000,255.0,3.92156862,"ASK",253.0,"RISE",2.0,1575565767000000
"KRW-BTC",1575565772486,1575565772000,8590000.0,0.3292,"BID",8515000.0,"RISE",75000.0,1575565772000000
"KRW-BTC",1575565775302,1575565774000,8590000.0,4.212e-05,"BID",8515000.0,"RISE",75000.0,1575565774000000
"KRW-BTC",1575565787724,1575565787000,8597000.0,0.04999999,"BID",8515000.0,"RISE",82000.0,1575565787000000
"KRW-BTC",1575565798031,1575565797000,8597000.0,0.01111841,"BID",8515000.0,"RISE",82000.0,1575565797000000
"KRW-BCH",1575565798085,1575565797000,245650.0,0.0020395,"ASK",244300.0,"RISE",1350.0,1575565797000000
"KRW-BCH",1575565798114,1575565798000,245450.0,2.4979605,"ASK",244300.0,"RISE",1150.0,1575565798000000
"KRW-BCH",1575565799276,1575565798000,245450.0,0.9700395,"ASK",244300.0,"RISE",1150.0,1575565798000001
"KRW-BCH",1575565799287,1575565799000,245450.0,1.5299605,"ASK",244300.0,"RISE",1150.0,1575565799000000
